CustomerID,Age,Gender,AnnualIncome,SpendingScore,PurchaseFrequency,AvgTransactionValue,TotalSpend,Recency
57734,23,Female,134,98,13,325,11790,151
57735,54,Female,49,7,10,297,45532,140
57736,18,Male,24,92,2,355,47147,174
57737,68,Male,95,55,16,141,30622,126
57738,18,Female,172,28,4,100,43220,161
57739,44,Female,58,93,19,365,47500,44
57740,38,Male,197,37,5,238,45870,153
57741,33,Male,85,84,7,36,46449,35
57742,61,Male,32,61,9,312,2356,163
57743,57,Male,97,75,5,399,10815,65
57744,43,Female,93,39,8,475,2994,171
57745,33,Female,100,23,2,291,31304,159
57746,45,Female,181,52,7,289,37211,156
57747,18,Male,56,84,4,208,23410,139
57748,53,Female,196,84,15,384,48328,32
57749,27,Female,138,11,18,309,3242,66
57750,60,Male,44,66,2,407,23279,60
57751,34,Male,34,13,14,406,7092,179
57752,40,Male,140,77,10,163,4291,145
57753,24,Male,110,41,5,308,19818,115
57754,61,Male,139,49,12,52,33403,68
57755,24,Male,56,15,10,331,31721,166
57756,61,Female,103,56,18,119,26233,64
57757,32,Female,101,54,6,120,35340,131
57758,51,Female,19,31,12,480,10596,54
57759,63,Female,64,61,1,421,32057,76
57760,62,Female,55,58,7,10,33079,172
57761,21,Female,108,87,12,489,36002,127
57762,31,Male,181,60,7,149,38542,158
57763,31,Male,71,53,9,375,6088,110
57764,33,Male,199,86,15,187,9488,88
57765,24,Female,179,61,12,446,5249,113
57766,49,Female,149,80,13,69,40328,54
57767,36,Male,147,42,4,192,26072,48
57768,19,Male,65,29,10,428,17541,35
57769,27,Male,120,84,3,454,21415,68
57770,67,Male,150,92,5,291,5168,26
57771,34,Male,198,27,4,424,28862,72
57772,54,Female,25,44,19,322,41253,88
57773,29,Female,164,93,15,405,19350,107
57774,23,Female,112,5,7,230,39793,56
57775,39,Male,113,52,3,398,867,69
57776,49,Female,153,53,16,236,33482,80
57777,58,Male,110,52,15,400,37257,96
57778,37,Female,120,38,18,153,43261,157
57779,18,Male,157,44,3,233,27799,126
57780,64,Male,180,53,14,61,33779,105
57781,23,Female,15,2,1,90,48536,59
57782,36,Female,60,54,7,158,22291,25
57783,35,Female,102,84,2,36,22656,27
57784,23,Female,185,77,10,241,5949,99
57785,62,Female,36,90,16,120,18062,22
57786,50,Male,17,35,12,381,48407,47
57787,40,Female,156,46,18,88,22402,122
57788,40,Female,144,72,6,288,25807,55
57789,43,Male,75,92,17,136,3269,9
57790,30,Female,174,79,8,465,49702,54
57791,24,Male,52,55,9,290,18889,114
57792,32,Female,60,72,19,404,23792,64
57793,61,Female,184,11,2,328,23454,118
57794,44,Male,148,29,7,450,47607,109
57795,43,Female,55,69,11,350,34232,99
57796,50,Female,167,63,13,191,41945,167
57797,32,Female,153,47,10,128,6934,83
57798,53,Female,124,7,15,275,30832,8
57799,62,Male,55,64,7,187,20490,107
57800,44,Male,71,82,6,210,14839,155
57801,22,Female,188,64,12,377,46814,112
57802,19,Female,137,92,3,394,45366,161
57803,50,Male,100,12,16,479,10699,138
57804,33,Male,190,12,9,79,865,106
57805,40,Female,77,36,10,167,15066,144
57806,55,Male,53,29,13,320,3857,11
57807,33,Male,152,11,8,107,48541,19
57808,31,Male,178,53,6,214,20732,52
57809,46,Male,41,70,3,95,47493,143
57810,43,Female,197,85,12,399,14152,42
57811,52,Male,95,74,9,370,30386,100
57812,32,Female,195,96,9,289,43351,96
57813,20,Female,121,47,11,94,7103,83
57814,40,Male,50,33,6,368,38267,79
57815,46,Female,99,81,2,224,16415,166
57816,51,Female,169,67,7,142,27626,128
57817,50,Male,183,43,9,400,33685,86
57818,58,Male,42,18,19,396,3120,49
57819,58,Male,30,74,18,256,33622,77
57820,40,Female,49,53,12,150,25907,84
57821,24,Female,178,39,11,447,6528,49
57822,20,Female,198,72,10,456,27998,79
57823,49,Female,113,34,3,85,36779,150
57824,48,Male,161,37,12,399,32836,171
57825,35,Female,199,41,4,107,14637,50
57826,60,Male,136,97,10,472,48715,84
57827,24,Male,175,49,2,312,6311,124
57828,58,Male,37,10,12,475,11119,19
57829,18,Male,133,40,11,64,17665,91
57830,31,Female,77,18,14,314,12575,72
57831,69,Male,84,25,15,450,27817,146
57832,49,Female,164,41,14,268,5563,10
57833,23,Male,94,36,12,31,10733,50
57834,56,Male,73,2,2,44,3401,49
57835,27,Male,167,83,2,37,7198,169
57836,24,Female,31,74,1,498,26863,99
57837,43,Male,53,49,15,179,38299,143
57838,51,Male,91,67,10,149,43919,120
57839,47,Male,106,53,1,138,16874,23
57840,53,Male,181,19,1,109,7160,76
57841,38,Female,38,26,1,487,38706,113
57842,34,Female,180,54,11,382,3623,27
57843,50,Male,102,51,12,256,11558,6
57844,27,Male,199,25,15,32,3699,24
57845,68,Female,58,17,14,366,24757,86
57846,64,Female,50,74,1,293,46054,137
57847,59,Female,113,61,1,122,24388,67
57848,68,Male,84,46,6,382,22152,70
57849,29,Female,136,55,3,206,17427,78
57850,33,Male,138,50,14,173,47941,42
57851,58,Female,94,75,6,390,17497,60
57852,49,Female,59,11,8,319,21023,83
57853,32,Male,168,12,15,440,22251,176
57854,44,Female,153,40,17,65,32901,87
57855,45,Male,194,48,9,19,24480,133
57856,34,Female,167,56,16,142,20574,108
57857,63,Male,45,8,1,407,42136,166
57858,67,Female,99,88,16,161,26868,147
57859,19,Female,59,14,19,200,1400,71
57860,53,Male,129,87,9,293,23973,24
57861,67,Male,81,56,17,286,18232,105
57862,24,Male,90,54,6,252,321,80
57863,30,Male,54,17,14,497,4570,138
57864,32,Female,188,45,18,341,42119,149
57865,42,Female,196,5,14,285,4015,143
57866,40,Female,55,3,7,199,37375,64
57867,39,Female,134,9,10,124,47721,141
57868,43,Female,95,84,16,361,17936,71
57869,50,Female,52,20,7,316,21806,168
57870,28,Male,114,83,6,367,887,136
57871,27,Female,178,21,6,305,27105,105
57872,42,Female,186,80,7,243,13756,166
57873,54,Male,71,33,17,350,13644,52
57874,65,Female,80,5,8,90,47974,2
57875,60,Female,44,24,2,202,14303,150
57876,55,Female,24,63,19,380,37404,119
57877,58,Male,75,79,7,373,221,118
57878,62,Male,50,26,12,421,16173,4
57879,41,Female,68,89,3,447,40285,52
57880,57,Male,111,92,4,267,18588,111
57881,63,Female,18,33,11,474,6912,7
57882,50,Female,197,18,12,240,12344,1
57883,34,Female,68,18,19,23,28662,83
57884,41,Male,125,38,19,23,33937,94
57885,54,Female,105,33,11,53,3978,114
57886,19,Female,103,27,13,219,30884,55
57887,49,Female,78,49,1,49,8736,117
57888,41,Female,133,50,6,43,26505,13
57889,26,Female,106,15,16,244,49252,28
57890,21,Male,164,77,2,330,24661,14
57891,34,Female,167,52,14,243,3531,131
57892,34,Male,95,98,18,283,4495,16
57893,67,Female,73,68,17,377,23027,89
57894,65,Male,199,99,18,299,16162,174
57895,47,Female,196,19,19,352,44767,111
57896,57,Female,58,95,15,442,19891,121
57897,28,Male,194,25,2,345,15273,131
57898,38,Male,90,76,4,476,49891,98
57899,38,Female,158,76,1,238,48199,131
57900,35,Male,115,25,8,389,10685,169
57901,46,Male,139,33,14,448,43220,157
57902,41,Female,30,60,11,327,13465,168
57903,27,Female,69,37,14,137,1688,19
57904,62,Female,109,92,16,335,33253,148
57905,34,Female,93,43,10,417,5933,21
57906,35,Female,91,9,7,218,48248,148
57907,59,Male,54,14,16,313,16696,92
57908,65,Female,35,3,4,89,37401,47
57909,37,Male,80,69,12,304,7126,91
57910,54,Female,150,56,12,185,43966,44
57911,62,Female,24,26,2,242,26275,114
57912,35,Male,199,53,6,335,1763,89
57913,34,Female,146,41,15,345,16027,2
57914,26,Male,57,82,15,274,46667,171
57915,31,Male,119,21,16,294,14091,88
57916,66,Male,77,39,3,461,25132,147
57917,46,Female,185,80,1,453,39657,90
57918,48,Female,96,23,12,419,21138,174
57919,21,Female,65,93,15,127,8862,169
57920,35,Female,70,74,19,175,19498,67
57921,37,Female,185,58,6,327,35954,91
57922,64,Female,166,69,19,419,15786,14
57923,60,Male,48,75,17,151,14226,148
57924,61,Female,73,29,9,492,35588,35
57925,26,Female,144,62,13,256,11654,153
57926,30,Female,144,53,15,186,9533,128
57927,32,Female,152,45,16,308,37371,132
57928,44,Male,165,27,13,353,21243,57
57929,32,Male,157,34,2,273,17622,2
57930,45,Male,132,14,2,177,23151,66
57931,54,Male,142,41,11,34,28643,89
57932,36,Male,31,74,16,200,11942,111
57933,43,Female,96,60,17,397,29991,87
57934,69,Male,28,42,3,24,16638,149
57935,43,Male,95,51,1,25,26077,89
57936,42,Female,137,75,18,319,45668,91
57937,43,Female,30,11,14,136,40380,52
57938,43,Male,46,35,9,276,12303,118
57939,63,Female,37,19,9,37,40093,143
57940,45,Female,116,88,12,272,3667,174
57941,66,Male,176,65,3,379,1694,115
57942,35,Female,112,76,2,393,37101,31
57943,49,Male,158,61,1,303,3903,62
57944,20,Male,176,47,9,161,21449,34
57945,19,Female,118,14,13,488,48467,36
57946,50,Male,140,67,16,77,49534,121
57947,59,Male,175,52,19,46,34204,104
57948,36,Female,82,32,10,385,28997,44
57949,34,Female,185,80,5,44,12627,77
57950,61,Female,78,10,14,143,41780,18
57951,50,Female,85,17,15,375,48806,45
57952,29,Male,32,40,3,170,30358,108
57953,66,Female,127,68,9,381,37095,167
57954,20,Female,139,63,1,233,434,26
57955,60,Male,141,15,1,119,272,112
57956,66,Male,75,97,19,111,29343,101
57957,43,Male,89,39,6,364,22351,75
57958,52,Male,121,57,11,474,1989,96
57959,25,Female,162,10,18,191,41827,24
57960,69,Female,153,71,14,489,36991,117
57961,53,Male,188,97,16,407,12204,105
57962,24,Male,95,17,1,156,10731,178
57963,63,Male,120,76,10,225,31548,39
57964,63,Male,42,17,10,496,47212,111
57965,53,Female,190,16,13,148,11751,159
57966,33,Male,177,78,1,336,35228,83
57967,41,Female,22,3,3,438,37230,164
57968,18,Male,105,51,14,197,31992,167
57969,66,Female,164,94,16,97,7588,21
57970,42,Female,135,46,6,256,39902,23
57971,27,Female,166,55,1,195,40424,54
57972,33,Female,80,99,5,97,47159,164
57973,33,Male,109,26,8,343,25744,143
57974,25,Female,78,76,12,161,43187,130
57975,46,Male,79,31,1,276,41338,76
57976,56,Female,139,81,13,209,22898,70
57977,45,Female,28,72,9,392,39085,166
57978,23,Male,39,19,8,437,2251,65
57979,33,Male,114,90,13,344,21015,50
57980,37,Female,119,68,2,499,47247,117
57981,33,Female,145,15,15,255,44695,87
57982,24,Male,147,58,14,459,35908,1
57983,58,Female,79,78,19,225,11209,21
57984,31,Male,196,30,9,438,3828,57
57985,60,Male,33,48,19,83,40602,147
57986,43,Male,120,56,14,169,38431,29
57987,43,Female,68,42,8,264,42391,178
57988,31,Female,152,24,5,26,36666,34
57989,24,Male,158,52,7,447,34927,81
57990,50,Male,118,43,4,147,34494,54
57991,43,Male,188,34,8,479,43337,32
57992,62,Male,171,60,4,15,24423,132
57993,37,Female,29,83,1,228,27848,30
57994,20,Male,62,3,8,413,30904,95
57995,69,Female,153,68,7,10,7129,146
57996,21,Male,48,11,11,73,3719,69
57997,43,Female,178,13,16,218,18279,29
57998,28,Female,172,50,17,10,22480,140
57999,19,Female,113,82,5,366,24574,15
58000,31,Female,33,19,7,198,47039,79
58001,61,Female,84,44,10,472,45279,53
58002,47,Male,129,33,13,256,576,163
58003,66,Male,175,38,15,266,978,142
58004,29,Female,110,3,6,474,38243,103
58005,43,Male,89,99,2,183,36311,146
58006,61,Male,164,65,4,118,14628,166
58007,50,Male,50,35,14,69,22576,86
58008,30,Male,165,36,15,52,3795,166
58009,31,Male,77,38,14,437,14261,55
58010,41,Male,168,39,4,47,14656,139
58011,51,Male,107,25,6,372,19083,67
58012,61,Female,19,64,7,267,47905,53
58013,43,Male,196,13,13,91,13387,172
58014,38,Male,180,68,17,405,17170,153
58015,45,Male,39,70,17,230,7689,142
58016,65,Female,112,75,4,416,32377,47
58017,53,Female,26,1,19,120,31626,95
58018,57,Male,164,72,13,274,6944,89
58019,19,Female,151,54,9,145,9001,140
58020,59,Female,98,98,2,443,10892,7
58021,26,Male,43,9,18,345,19067,177
58022,40,Female,186,36,17,327,46886,142
58023,32,Male,123,37,7,32,31426,157
58024,30,Female,41,59,17,358,40452,175
58025,40,Male,69,21,10,68,16023,142
58026,34,Female,147,20,14,275,26127,179
58027,65,Male,66,1,12,149,308,142
58028,19,Male,27,99,12,455,25301,87
58029,37,Female,56,59,17,390,1698,136
58030,37,Male,157,28,19,125,42109,77
58031,63,Male,93,71,14,213,31311,100
58032,20,Female,32,56,17,167,47976,108
58033,29,Male,64,9,15,339,21531,65
58034,57,Male,16,65,6,471,43554,37
58035,19,Female,101,36,19,205,37885,16
58036,53,Male,121,98,6,440,48973,148
58037,31,Female,155,34,6,221,7628,112
58038,33,Male,61,81,4,50,23445,32
58039,36,Female,103,32,1,368,29781,85
58040,51,Female,192,66,19,16,34025,158
58041,61,Male,26,25,11,359,22896,148
58042,63,Female,27,51,7,381,17952,29
58043,23,Male,151,63,2,114,24686,152
58044,30,Male,73,90,4,481,32089,129
58045,53,Female,187,45,6,467,15067,27
58046,39,Male,57,26,5,317,42831,21
58047,35,Male,88,21,9,54,15805,145
58048,29,Female,37,82,11,47,32284,92
58049,69,Male,93,93,18,173,25703,160
58050,47,Male,187,51,17,90,3825,172
58051,68,Female,37,24,13,350,47993,114
58052,57,Male,115,92,17,67,21784,98
58053,24,Male,176,12,10,311,41864,22
58054,49,Female,158,11,18,132,12221,42
58055,65,Male,123,27,17,204,20267,121
58056,36,Male,193,23,12,202,17072,48
58057,23,Female,125,33,15,411,11498,136
58058,37,Male,174,80,19,395,24045,130
58059,44,Male,180,92,15,113,43249,133
58060,60,Female,198,92,13,121,8561,28
58061,54,Female,31,38,7,141,45176,132
58062,65,Male,100,55,11,105,7350,53
58063,24,Male,53,70,8,92,42752,100
58064,22,Female,55,42,16,477,46123,129
58065,28,Male,62,29,11,179,41725,79
58066,32,Male,170,34,5,58,42577,134
58067,20,Male,91,57,7,442,40323,88
58068,22,Female,192,3,16,382,28143,52
58069,40,Male,15,6,16,144,25160,77
58070,54,Male,131,48,17,274,47167,24
58071,26,Female,192,64,19,208,11037,93
58072,32,Female,33,13,15,292,19719,152
58073,20,Female,73,36,15,414,20760,108
58074,46,Male,121,79,15,44,23507,20
58075,23,Male,183,70,3,353,16563,34
58076,34,Female,152,33,12,489,19840,15
58077,43,Male,42,76,6,213,31380,51
58078,38,Male,48,57,5,480,24096,127
58079,25,Male,53,55,11,429,41397,4
58080,38,Male,140,13,12,250,49205,53
58081,28,Female,97,97,7,358,48814,142
58082,55,Female,120,51,9,332,11832,161
58083,25,Male,198,92,18,52,23026,124
58084,59,Female,194,53,14,273,21416,50
58085,41,Male,124,36,4,491,10324,63
58086,52,Male,135,5,8,386,27937,50
58087,31,Female,121,25,16,87,30335,93
58088,31,Female,145,81,4,45,2776,74
58089,27,Male,37,37,19,392,35039,164
58090,29,Male,159,19,6,313,19713,86
58091,55,Male,85,35,19,183,43671,97
58092,61,Male,168,34,15,425,44209,100
58093,63,Female,121,54,12,144,4484,178
58094,51,Female,160,46,12,339,36503,169
58095,58,Male,60,6,2,149,39333,98
58096,27,Male,84,83,9,64,16483,155
58097,34,Female,45,1,3,261,15498,30
58098,34,Male,107,71,1,497,552,160
58099,20,Female,151,34,14,288,3322,22
58100,48,Male,132,56,13,468,5407,69
58101,68,Female,177,83,5,189,31141,149
58102,18,Male,95,97,7,22,47791,56
58103,29,Male,74,26,14,213,18615,84
58104,56,Male,90,42,16,464,35894,159
58105,21,Female,77,91,18,318,38793,101
58106,59,Female,114,38,14,72,4244,95
58107,30,Male,194,26,1,83,45356,171
58108,51,Male,62,99,6,464,37588,146
58109,59,Male,166,59,10,316,1370,29
58110,38,Male,88,84,6,451,15705,124
58111,39,Female,72,24,2,164,5840,51
58112,21,Female,44,21,7,16,37885,76
58113,35,Female,171,60,17,384,21829,12
58114,22,Male,24,90,14,315,12025,93
58115,36,Male,53,20,7,417,26381,71
58116,19,Female,69,6,9,352,40274,144
58117,29,Male,42,67,19,162,47230,128
58118,34,Female,160,10,11,53,11325,12
58119,27,Female,183,12,3,45,6001,62
58120,51,Female,132,97,4,450,48466,106
58121,23,Female,128,22,5,106,24847,60
58122,25,Male,89,62,4,174,2492,81
58123,68,Female,79,61,13,243,15177,28
58124,28,Male,95,80,9,112,42393,64
58125,29,Female,114,17,14,445,49545,95
58126,26,Female,114,10,16,390,29409,72
58127,19,Female,60,12,6,456,45587,110
58128,25,Female,74,83,10,16,28358,178
58129,28,Male,151,40,13,103,29164,26
58130,53,Male,187,23,3,453,24811,168
58131,27,Male,170,40,11,488,46807,110
58132,38,Male,111,74,3,130,5397,112
58133,37,Female,17,74,7,374,32777,159
58134,65,Male,193,50,10,46,23772,126
58135,25,Male,150,10,1,30,14158,71
58136,53,Female,128,94,4,107,41404,113
58137,46,Male,130,4,8,311,3666,5
58138,59,Male,72,1,17,30,12159,141
58139,29,Male,84,43,5,241,49011,146
58140,31,Male,107,83,17,477,38180,82
58141,65,Female,154,5,9,363,6145,119
58142,67,Female,151,94,8,81,32236,50
58143,38,Male,119,90,7,361,22079,128
58144,39,Female,63,34,5,61,6519,84
58145,38,Male,97,66,4,231,45445,113
58146,61,Male,31,24,3,294,27630,164
58147,67,Male,68,14,8,334,47267,113
58148,47,Female,126,41,5,487,25991,115
58149,56,Female,186,42,5,469,49967,104
58150,37,Female,174,13,17,176,20747,33
58151,41,Female,177,29,15,292,14859,69
58152,40,Female,63,65,8,214,21858,96
58153,24,Female,196,46,7,376,25229,158
58154,26,Male,158,34,17,147,44464,96
58155,18,Female,99,63,12,45,34499,68
58156,43,Male,26,4,4,104,14639,22
58157,55,Male,140,28,18,25,21145,59
58158,55,Female,112,83,4,496,49155,8
58159,61,Male,150,1,10,246,6771,37
58160,39,Male,163,36,3,173,34743,99
58161,61,Male,62,13,5,99,49253,56
58162,27,Female,150,5,12,117,7336,86
58163,23,Female,42,97,5,93,10881,65
58164,34,Male,94,14,5,264,48027,103
58165,68,Female,24,80,4,427,42309,170
58166,67,Male,66,32,6,174,20290,112
58167,55,Female,157,50,10,209,5355,97
58168,41,Male,146,27,6,333,23989,177
58169,68,Male,104,35,1,324,46521,68
58170,27,Female,76,3,16,166,29763,137
58171,25,Female,121,4,11,40,21930,136
58172,38,Female,146,7,6,75,13914,58
58173,23,Female,55,77,18,98,29267,106
58174,38,Female,113,3,6,495,26913,54
58175,56,Male,69,81,17,268,47558,85
58176,41,Male,42,59,12,262,48259,48
58177,50,Male,115,74,17,243,16666,105
58178,35,Female,61,1,18,116,44540,156
58179,45,Female,151,28,10,78,43739,101
58180,69,Male,144,59,12,287,37904,110
58181,49,Male,131,53,4,345,2274,81
58182,29,Male,122,10,10,210,24321,128
58183,65,Male,190,71,5,62,4674,159
58184,59,Female,83,3,4,441,43084,141
58185,44,Male,42,7,16,466,48657,59
58186,27,Female,93,9,5,250,31312,82
58187,63,Male,28,99,19,341,32788,159
58188,69,Female,60,90,6,184,8772,33
58189,59,Female,155,69,7,51,836,118
58190,49,Female,30,13,10,269,999,53
58191,59,Female,182,94,7,378,32893,95
58192,43,Male,172,40,14,219,27331,122
58193,42,Male,95,62,10,475,49634,91
58194,28,Male,72,62,11,51,20893,121
58195,40,Female,62,10,14,436,25955,36
58196,51,Male,63,87,12,362,33584,123
58197,69,Male,103,11,4,179,2288,34
58198,57,Male,144,76,13,391,20457,121
58199,40,Female,28,62,3,268,25804,61
58200,46,Female,117,77,13,452,1244,3
58201,48,Female,135,56,19,495,17229,6
58202,24,Male,159,49,15,346,17524,148
58203,57,Male,137,16,19,213,45497,4
58204,50,Male,173,73,4,404,29802,101
58205,38,Female,152,74,6,346,31025,53
58206,19,Male,84,93,15,172,49694,103
58207,35,Female,117,9,4,114,1866,71
58208,64,Female,116,33,6,187,35432,166
58209,50,Female,179,88,2,200,237,164
58210,54,Female,78,35,4,133,21015,34
58211,51,Male,172,75,18,207,47776,6
58212,37,Male,176,39,15,108,43320,128
58213,52,Female,32,77,12,15,49602,146
58214,68,Male,77,87,8,297,21591,27
58215,67,Female,63,25,12,276,28192,39
58216,35,Male,70,80,9,52,16847,51
58217,63,Male,105,56,7,304,23111,19
58218,41,Female,72,48,8,150,38854,96
58219,25,Female,169,85,10,278,31706,88
58220,47,Female,69,10,11,48,26190,162
58221,61,Female,99,41,2,439,38073,89
58222,27,Male,33,83,4,171,34589,24
58223,40,Female,165,99,9,204,18337,153
58224,69,Male,117,59,8,425,25337,76
58225,66,Female,126,28,5,333,38476,94
58226,28,Male,122,41,14,113,10157,30
58227,19,Female,61,66,2,254,20740,54
58228,43,Male,121,51,17,74,6061,115
58229,53,Male,193,62,8,210,44701,78
58230,50,Male,98,30,2,378,31837,120
58231,64,Female,170,40,15,251,44416,25
58232,30,Female,142,40,2,16,32958,125
58233,57,Female,199,69,11,228,32146,5
58234,42,Female,72,62,14,12,37720,2
58235,21,Male,157,15,10,351,14465,111
58236,59,Male,158,3,7,473,29040,80
58237,36,Male,111,24,14,465,17629,103
58238,35,Female,61,41,13,462,8215,124
58239,54,Male,154,63,2,314,34070,166
58240,47,Male,117,48,10,323,40271,124
58241,36,Female,185,61,1,487,25162,17
58242,40,Female,98,48,1,293,18196,31
58243,33,Male,171,47,3,380,36323,129
58244,18,Female,63,56,11,420,43536,134
58245,29,Female,145,76,19,31,2707,70
58246,41,Female,126,8,9,103,18784,36
58247,51,Female,74,78,13,366,11164,136
58248,25,Male,80,18,4,80,9198,93
58249,35,Male,101,84,6,379,15022,73
58250,65,Male,140,23,2,231,20367,138
58251,22,Male,40,69,9,22,48301,24
58252,43,Male,85,65,18,415,32778,168
58253,47,Female,88,46,4,468,44189,2
58254,30,Male,61,66,1,14,33608,20
58255,36,Male,90,80,1,31,38893,33
58256,46,Female,110,69,17,472,20670,14
58257,20,Female,184,22,19,392,44155,55
58258,43,Female,45,65,3,318,27014,37
58259,57,Male,36,12,17,304,35067,105
58260,29,Female,31,19,3,46,11034,84
58261,19,Female,162,22,4,40,15060,113
58262,28,Female,150,55,13,71,40866,134
58263,61,Male,112,62,15,230,12477,161
58264,45,Female,63,51,12,368,15899,128
58265,35,Female,101,48,3,90,22373,50
58266,30,Male,52,17,8,392,3949,84
58267,54,Female,67,13,1,242,4946,79
58268,39,Male,42,28,18,15,12781,86
58269,29,Male,91,67,13,114,39470,179
58270,19,Female,171,5,7,346,13160,156
58271,54,Male,153,60,13,171,42599,100
58272,24,Female,189,15,17,352,37245,172
58273,43,Female,187,81,13,61,27744,140
58274,43,Female,32,44,13,167,37855,57
58275,41,Female,64,46,11,22,8303,154
58276,29,Male,103,29,14,195,13154,25
58277,33,Female,191,68,10,231,38901,15
58278,40,Female,164,96,8,250,13213,103
58279,57,Female,59,49,6,318,24091,98
58280,26,Male,141,43,19,157,4648,77
58281,49,Male,107,68,19,399,8868,104
58282,32,Female,35,77,12,64,28341,65
58283,54,Male,90,20,7,424,21912,113
58284,30,Male,178,18,18,68,5394,123
58285,22,Female,166,64,18,412,30749,111
58286,28,Female,174,49,3,207,47590,123
58287,27,Female,105,42,9,107,5550,54
58288,69,Female,110,12,6,165,5896,167
58289,30,Female,110,89,1,259,32214,179
58290,58,Male,89,94,10,406,36625,20
58291,63,Female,124,79,8,189,42448,89
58292,67,Female,96,36,17,83,33236,11
58293,32,Female,142,8,3,70,45556,127
58294,59,Female,117,28,3,434,25797,52
58295,24,Female,147,86,3,54,33057,54
58296,57,Male,158,60,7,144,34893,69
58297,45,Female,153,49,11,219,29231,7
58298,49,Male,49,38,18,95,13811,140
58299,52,Female,126,80,5,279,30308,130
58300,32,Female,184,58,2,301,36215,103
58301,65,Female,101,5,14,273,17732,149
58302,53,Male,133,46,1,277,29598,69
58303,38,Female,112,98,4,433,16441,91
58304,23,Female,95,75,14,234,9994,95
58305,18,Female,152,2,15,225,5497,118
58306,21,Female,96,89,17,371,26578,121
58307,28,Female,150,25,3,240,8396,36
58308,61,Female,40,1,4,199,38900,21
58309,43,Female,17,95,18,151,26940,53
58310,54,Male,73,69,1,186,36029,147
58311,40,Female,130,40,5,60,49782,3
58312,46,Female,145,68,18,199,41549,81
58313,38,Female,180,69,13,14,8215,94
58314,65,Male,144,69,14,220,11942,100
58315,62,Male,159,16,3,204,3742,162
58316,62,Female,50,54,6,10,1573,157
58317,66,Male,100,63,11,113,5039,116
58318,44,Female,112,18,9,370,11690,73
58319,56,Female,138,17,19,110,49804,40
58320,57,Male,87,99,7,137,32390,50
58321,30,Female,124,82,10,362,30006,147
58322,40,Male,136,4,7,314,20598,150
58323,33,Male,144,95,5,258,6249,179
58324,47,Male,176,95,4,410,48851,49
58325,21,Female,41,9,17,466,22242,123
58326,57,Female,179,31,5,360,43148,150
58327,33,Female,164,5,17,300,25904,113
58328,48,Female,82,16,17,460,25885,60
58329,59,Female,28,42,17,278,8897,7
58330,42,Female,112,41,1,381,39996,119
58331,61,Female,37,80,2,430,25955,31
58332,29,Male,186,84,19,47,33463,132
58333,43,Female,129,30,9,343,38004,93
58334,54,Female,126,26,15,399,23721,7
58335,65,Female,110,49,19,259,585,131
58336,50,Male,92,31,5,230,30544,25
58337,45,Male,75,50,13,72,11926,162
58338,26,Male,99,15,4,262,36582,33
58339,29,Female,197,52,13,442,37739,95
58340,22,Male,85,38,6,274,7480,88
58341,69,Male,99,38,12,173,18480,126
58342,45,Female,64,60,9,32,28630,38
58343,52,Female,154,20,15,88,36485,110
58344,22,Female,29,99,15,127,27110,125
58345,51,Male,159,87,17,194,29794,126
58346,63,Female,48,44,5,443,30665,4
58347,51,Female,49,89,5,68,33778,176
58348,30,Female,53,63,5,379,26178,101
58349,56,Female,197,50,14,400,47816,61
58350,59,Female,147,22,2,312,3994,81
58351,62,Female,44,72,9,261,5507,110
58352,65,Male,146,54,14,98,27180,78
58353,31,Female,157,9,15,238,8321,61
58354,28,Male,117,15,4,352,42376,129
58355,59,Male,177,48,6,340,5429,6
58356,55,Female,88,20,14,449,3155,21
58357,21,Male,69,35,5,247,28798,83
58358,50,Male,74,67,11,401,49313,28
58359,24,Male,38,60,14,301,3153,155
58360,58,Female,36,98,7,435,38710,160
58361,25,Male,186,34,14,304,5384,140
58362,54,Male,46,99,13,330,17672,65
58363,68,Male,109,73,18,53,33284,174
58364,27,Male,97,94,2,342,12210,168
58365,60,Female,193,54,9,89,6438,93
58366,32,Female,17,90,11,183,12946,137
58367,55,Male,84,12,11,150,46988,82
58368,32,Female,174,88,6,46,594,62
58369,22,Female,144,19,1,23,38283,109
58370,46,Male,102,80,5,131,9965,144
58371,36,Female,123,26,14,406,17646,99
58372,68,Female,73,23,16,247,19007,100
58373,27,Male,91,33,9,405,32619,168
58374,29,Male,28,57,19,64,30627,35
58375,21,Female,65,30,8,421,4571,127
58376,48,Female,153,23,8,31,3781,83
58377,35,Female,92,74,16,349,13749,91
58378,33,Female,94,36,18,412,6748,3
58379,57,Male,24,95,8,212,4458,128
58380,53,Male,94,86,9,423,32263,53
58381,42,Male,138,43,5,447,42802,100
58382,40,Male,48,66,2,355,7147,164
58383,29,Male,135,53,14,24,40204,37
58384,51,Female,94,87,18,39,38196,101
58385,53,Female,67,99,13,38,12667,44
58386,54,Male,170,60,12,261,31051,64
58387,20,Male,32,37,15,169,34510,179
58388,26,Male,168,61,15,126,32937,124
58389,35,Female,116,96,1,167,35867,6
58390,60,Female,149,53,7,117,26810,69
58391,52,Female,187,12,13,124,34446,149
58392,51,Male,112,35,18,281,25787,57
58393,58,Male,59,67,1,429,42591,156
58394,31,Male,49,98,11,347,46940,85
58395,21,Male,194,38,13,498,25232,24
58396,46,Male,128,24,9,185,21594,115
58397,58,Female,35,81,16,240,44224,92
